,teamA,teamB,A_scored,B_scored,A_xG,B_xG,A_xGA,B_xGA,A_tot_points,B_tot_points,A_tot_goal,B_tot_goal,A_tot_con,B_tot_con
172,Southampton,Aston Villa,3,1,1.4174960791886355,1.1583690414959662,1.5419516593073075,2.212598874354806,0.8823529411764706,0.8823529411764706,1.0588235294117647,1.3529411764705883,2.1176470588235294,1.7647058823529411
173,Wolves,Norwich,2,1,1.6575446539761773,1.1216524991235644,1.1385257676178764,1.879764545982841,1.411764705882353,0.7058823529411765,1.411764705882353,1.0588235294117647,1.2352941176470589,2.0588235294117645
174,Sheffield United,Brighton,1,0,1.2434350095778366,1.2629875278063318,1.414667564582233,1.553863149856121,1.4705882352941178,1.1764705882352942,1.2352941176470589,1.2352941176470589,0.9411764705882353,1.4705882352941178
175,Burnley,Bournemouth,1,0,1.3108132150906089,1.153316292356057,1.4048526230712974,1.7907617730131415,1.2352941176470589,1.1176470588235294,1.2941176470588236,1.1176470588235294,1.7058823529411764,1.411764705882353
176,Leicester,Man City,1,3,1.625116838012859,2.607162454133065,1.386883651467738,1.0463149519161827,2.2941176470588234,2.0588235294117645,2.3529411764705883,2.764705882352941,0.6470588235294118,1.1176470588235294
177,Man Utd,Watford,0,2,1.6909489856194018,1.405867570891262,1.053027354541868,1.609872140361635,1.4705882352941178,0.5294117647058824,1.5294117647058822,0.5294117647058824,1.1764705882352942,1.8823529411764706
178,Chelsea,Tottenham,2,0,1.949183599452244,1.3726018056418203,0.9937144642124071,1.5838688468484357,1.7058823529411764,1.5294117647058822,1.8235294117647058,1.8823529411764706,1.4705882352941178,1.411764705882353
179,Brighton,Tottenham,1,2,1.2950881634911906,1.4147531443203518,1.549806732542895,1.587335340957991,1.1111111111111112,1.4444444444444444,1.1666666666666667,1.7777777777777777,1.4444444444444444,1.4444444444444444
180,West Ham,Crystal Palace,1,2,1.3445119335189584,1.038930265494285,1.8969920249142194,1.4422089505273095,1.0555555555555556,1.2777777777777777,1.0555555555555556,0.8333333333333334,1.5555555555555556,1.1111111111111112
181,Burnley,Everton,0,1,1.3556784156710169,1.7290943443608868,1.4535572624201933,1.2910999600396027,1.3333333333333333,1.0555555555555556,1.2777777777777777,1.1111111111111112,1.6111111111111112,1.6111111111111112
182,Norwich,Aston Villa,0,1,1.1161252875513938,1.1682571682249647,1.888515490059104,2.1950221607862566,0.6666666666666666,0.8333333333333334,1.0555555555555556,1.3333333333333333,2.0555555555555554,1.8333333333333333
183,Southampton,Chelsea,2,0,1.3706905437728136,1.966700660969638,1.5658323385114348,1.0212932128359613,1.0,1.7777777777777777,1.1666666666666667,1.8333333333333333,2.0555555555555554,1.3888888888888888
184,Arsenal,Bournemouth,1,1,1.4453390576273795,1.1923464574466744,1.660648608055779,1.854086533513647,1.2777777777777777,1.0555555555555556,1.3333333333333333,1.0555555555555556,1.5,1.3888888888888888
185,Watford,Sheffield United,1,1,1.3986736313101567,1.2261060516435798,1.612909530375544,1.4557632547731592,0.6666666666666666,1.5555555555555556,0.6111111111111112,1.2222222222222223,1.7777777777777777,0.8888888888888888
186,Newcastle United,Man Utd,1,4,0.9230970530364203,1.6971047158355326,1.8142394297834936,1.032262637408863,1.3888888888888888,1.3888888888888888,1.0,1.4444444444444444,1.3333333333333333,1.2222222222222223
187,Liverpool,Leicester,4,0,2.1299237494311063,1.6486259471671998,0.9312605480394718,1.3020949457549584,2.7222222222222223,2.1666666666666665,2.3333333333333335,2.2777777777777777,0.7777777777777778,0.7777777777777778
188,Man City,Wolves,2,3,2.566152973055276,1.6577486791291072,1.0476664082460236,1.1336475279108715,2.111111111111111,1.5,2.7777777777777777,1.4444444444444444,1.1111111111111112,1.2222222222222223
189,Bournemouth,Brighton,0,2,1.1784124750407774,1.302410240758733,1.8706037078795563,1.5684980444194272,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.1578947368421053,1.368421052631579,1.4736842105263157
190,Aston Villa,Watford,0,3,1.189676466901005,1.4273187252855195,2.226062667485684,1.5974845136032423,0.9473684210526315,0.6842105263157895,1.3157894736842106,0.631578947368421,1.736842105263158,1.736842105263158
191,Crystal Palace,Southampton,1,1,0.9995367035476523,1.3856662954563834,1.4652757701889991,1.5929807746080282,1.368421052631579,1.105263157894737,0.8947368421052632,1.2105263157894737,1.105263157894737,1.9473684210526316
192,Everton,Newcastle United,2,1,1.7388591268363056,0.9185583763591496,1.3190171892718952,1.807734409418618,1.1578947368421053,1.3157894736842106,1.105263157894737,1.0,1.5263157894736843,1.4736842105263157
193,Leicester,West Ham,2,1,1.7031842309945997,1.3640895740017784,1.2139651223890642,1.888243525804013,2.0526315789473686,1.0,2.1578947368421053,1.0526315789473684,0.9473684210526315,1.5789473684210527
194,Tottenham,Norwich,2,2,1.4296878806403652,1.1041994049639436,1.6064609309948366,1.9325984004183574,1.5263157894736843,0.631578947368421,1.7894736842105263,1.0,1.4210526315789473,2.0
195,Man Utd,Burnley,2,0,1.6864163128296585,1.3860794316583638,1.0316227316020368,1.45272446482097,1.4736842105263157,1.263157894736842,1.5789473684210527,1.2105263157894737,1.2105263157894737,1.5789473684210527
196,Chelsea,Arsenal,2,1,2.0062266488614107,1.4462015183618537,1.022720791865817,1.665066050058103,1.6842105263157894,1.263157894736842,1.736842105263158,1.3157894736842106,1.4210526315789473,1.4736842105263157
197,Wolves,Liverpool,0,1,1.6314522033837182,2.0668542782553794,1.1198335110505455,0.96242464604099,1.5789473684210527,2.736842105263158,1.5263157894736843,2.4210526315789473,1.263157894736842,0.7368421052631579
198,Sheffield United,Man City,0,2,1.1968666249165651,2.6034998649501073,1.4864472638722006,0.999581279969096,1.5263157894736843,2.0,1.2105263157894737,2.736842105263158,0.8947368421052632,1.2105263157894737
199,Chelsea,Brighton,1,1,2.025825366125311,1.3117814038648383,1.0318556684760407,1.6095661999740205,1.75,1.15,1.75,1.2,1.4,1.4
200,Aston Villa,Burnley,2,1,1.210343590718898,1.421772911360448,2.189381334181601,1.4294139099931478,0.9,1.2,1.25,1.15,1.8,1.6
201,Leicester,Newcastle United,3,0,1.6677878552636227,0.8911140831421936,1.2305751655578745,1.768579579011642,2.1,1.25,2.15,1.0,0.95,1.5
202,Tottenham,Southampton,0,1,1.4156806620918068,1.3823197345798257,1.6542612499589378,1.6449501951297436,1.5,1.1,1.8,1.2,1.45,1.9
203,Wolves,Watford,1,2,1.6802094419753995,1.3570948301041934,1.1055486460909512,1.635426341049521,1.5,0.8,1.45,0.75,1.25,1.65
204,Everton,Man City,1,2,1.7000412385090309,2.6667173593230284,1.307835303174463,0.9898363333011415,1.25,2.05,1.15,2.7,1.5,1.15
205,Bournemouth,West Ham,0,4,1.2026155634350908,1.3864736345403084,1.899598126018112,1.8599648152580133,1.0,0.95,1.0,1.05,1.4,1.6
206,Crystal Palace,Norwich,1,1,1.0326789998379469,1.1363589205394797,1.4647336844270376,1.9368564158190633,1.35,0.65,0.9,1.05,1.1,2.0
207,Man Utd,Arsenal,0,2,1.67030078640003,1.4698082154462053,1.0564289135867306,1.6710805518458924,1.55,1.2,1.6,1.3,1.15,1.5
208,Sheffield United,Liverpool,0,2,1.1953419009547552,2.087411931050214,1.5031208998668757,0.9838053833995968,1.45,2.75,1.15,2.35,0.95,0.7
209,West Ham,Sheffield United,0,1,1.3502514666380123,1.2187058551612036,1.9037823466140908,1.438813437361329,1.0476190476190477,1.380952380952381,1.1904761904761905,1.0952380952380953,1.5238095238095237,1.0
210,Arsenal,Crystal Palace,1,1,1.4541774374264271,1.022437422908637,1.7052061786975314,1.45704882613577,1.2857142857142858,1.3333333333333333,1.3333333333333333,0.9047619047619048,1.4285714285714286,1.0952380952380953
211,Southampton,Leicester,2,1,1.3776911536719623,1.6382250804660698,1.6651984163843774,1.2479004411562542,1.1904761904761905,2.142857142857143,1.1904761904761905,2.1904761904761907,1.8095238095238095,0.9047619047619048
212,Brighton,Everton,0,1,1.301858380936563,1.7304376398843535,1.610896823049944,1.2903447782878366,1.1428571428571428,1.1904761904761905,1.1904761904761905,1.1428571428571428,1.380952380952381,1.5238095238095237
213,Newcastle United,Wolves,1,1,0.8953831632630472,1.697428266666761,1.7428934089736283,1.1068955170944494,1.1904761904761905,1.4285714285714286,0.9523809523809523,1.4285714285714286,1.5714285714285714,1.2857142857142858
214,Burnley,Chelsea,0,3,1.3888298010518927,2.043165957130131,1.4180272639214744,1.0111662711097347,1.1428571428571428,1.7142857142857142,1.1428571428571428,1.7142857142857142,1.619047619047619,1.380952380952381
215,Norwich,Man Utd,0,4,1.1160442636371521,1.707021470492339,1.961390893350566,1.023696564109297,0.6666666666666666,1.4761904761904763,1.0476190476190477,1.5238095238095237,1.9523809523809523,1.1904761904761905
216,Liverpool,Tottenham,1,0,2.053158785730579,1.4277406857379427,0.9962767542352966,1.6593448660288999,2.761904761904762,1.4285714285714286,2.3333333333333335,1.7142857142857142,0.6666666666666666,1.4285714285714286
217,Watford,Bournemouth,3,0,1.36811655433897,1.2198265121292011,1.6509227387821945,1.8842891305187588,0.9047619047619048,0.9523809523809523,0.8095238095238095,0.9523809523809523,1.619047619047619,1.5238095238095237
218,Man City,Aston Villa,6,1,2.7029318326281544,1.1911330046731443,0.9957069305220225,2.1838528104023727,2.0952380952380953,1.0,2.6666666666666665,1.2857142857142858,1.1428571428571428,1.7619047619047619
219,Tottenham,Watford,0,0,1.4401214813432481,1.3348967884225047,1.6560258224146267,1.6984397294529872,1.3636363636363635,1.0,1.6363636363636365,0.9090909090909091,1.4090909090909092,1.5454545454545454
220,Everton,West Ham,1,1,1.7190956260337518,1.3661615190179415,1.2810026543758302,1.8993574304217367,1.2727272727272727,1.0,1.1363636363636365,1.1363636363636365,1.4545454545454546,1.5
221,Aston Villa,Brighton,1,1,1.193861463201192,1.2935947516842974,2.118542094169138,1.5960956381588707,0.9545454545454546,1.0909090909090908,1.2727272727272727,1.1363636363636365,1.9545454545454546,1.3636363636363635
222,Crystal Palace,Man City,2,2,1.0476008308696598,2.665489755222017,1.4576848556406188,0.9910661066120949,1.3181818181818181,2.1363636363636362,0.9090909090909091,2.8181818181818183,1.0909090909090908,1.1363636363636365
223,Bournemouth,Norwich,0,1,1.2544180318264782,1.1460463087670503,1.868366789384865,1.9194919966845148,0.9090909090909091,0.6363636363636364,0.9090909090909091,1.0,1.5909090909090908,2.0454545454545454
224,Sheffield United,Arsenal,1,1,1.1898139214169605,1.454799830652528,1.4578864172670907,1.763012186143262,1.4545454545454546,1.2727272727272727,1.0909090909090908,1.3181818181818181,0.9545454545454546,1.4090909090909092
225,Wolves,Southampton,3,2,1.6849060619048597,1.3381404288131915,1.1398383927049656,1.6992401247068536,1.4090909090909092,1.2727272727272727,1.4090909090909092,1.2272727272727273,1.2727272727272727,1.7727272727272727
226,Chelsea,Newcastle United,0,1,2.013410098456207,0.9207720262367274,1.021657673649368,1.731994959294115,1.7727272727272727,1.1818181818181819,1.7727272727272727,0.9545454545454546,1.3181818181818181,1.5454545454545454
227,Leicester,Burnley,1,2,1.6688719047684293,1.4146537549385039,1.2065393854832633,1.3619386971492236,2.0454545454545454,1.0909090909090908,2.1363636363636362,1.0909090909090908,0.9545454545454546,1.6818181818181819
228,Man Utd,Liverpool,0,2,1.6560379515813513,2.0649864313356012,1.0504004771132005,0.9920627832443465,1.5454545454545454,2.772727272727273,1.6363636363636365,2.272727272727273,1.1363636363636365,0.6363636363636364
229,Brighton,Bournemouth,1,3,1.2933376267490782,1.2792794615345668,1.618235855011135,1.8722206032914672,1.0869565217391304,0.8695652173913043,1.1304347826086956,0.8695652173913043,1.3478260869565217,1.565217391304348
230,Newcastle United,Everton,2,2,0.9218406426304477,1.7106801126778144,1.7195963038823505,1.2665970348892528,1.2608695652173914,1.2608695652173914,0.9565217391304348,1.1304347826086956,1.4782608695652173,1.434782608695652
231,Man City,Sheffield United,1,0,2.6735043283562674,1.190037834809334,1.0079140277209322,1.4674308513198862,2.0869565217391304,1.434782608695652,2.782608695652174,1.0869565217391304,1.173913043478261,0.9565217391304348
232,Southampton,Crystal Palace,2,0,1.3578249441279484,1.0653271705184928,1.6821701291606699,1.4186288885498735,1.2173913043478262,1.3043478260869565,1.2608695652173914,0.9565217391304348,1.826086956521739,1.1304347826086956
233,Watford,Aston Villa,1,2,1.294248972592601,1.2000547297440916,1.6958039498165636,2.147765740389464,1.0,0.9565217391304348,0.8695652173913043,1.2608695652173914,1.4782608695652173,1.9130434782608696
234,Arsenal,Chelsea,2,2,1.4628705388901184,2.0118351022429843,1.783675478505521,1.026606507251267,1.2608695652173914,1.6956521739130435,1.3043478260869565,1.6956521739130435,1.391304347826087,1.3043478260869565
235,West Ham,Leicester,1,4,1.353923115903247,1.6432842857210614,1.8972277162071882,1.194911669540312,1.0,1.9565217391304348,1.1304347826086956,2.0869565217391304,1.4782608695652173,1.0
236,Norwich,Tottenham,1,2,1.1224150129503982,1.4284483199626496,1.9718456119416115,1.6297503160722921,0.7391304347826086,1.3478260869565217,1.0,1.565217391304348,1.9565217391304348,1.3478260869565217
237,Burnley,Man Utd,2,0,1.4112892461863076,1.6651740266421722,1.3272168649045528,1.0136254954637083,1.173913043478261,1.4782608695652173,1.1304347826086956,1.565217391304348,1.6521739130434783,1.173913043478261
238,Liverpool,Wolves,2,1,2.067073446740444,1.6659716796704311,0.9768328826459303,1.153410100116695,2.782608695652174,1.4782608695652173,2.260869565217391,1.4782608695652173,0.6086956521739131,1.3043478260869565
239,Liverpool,West Ham,2,0,2.0854131946919994,1.3607582271855057,0.943079531978466,1.8609494203574448,2.9130434782608696,1.0,2.347826086956522,1.173913043478261,0.6521739130434783,1.6521739130434783
240,Chelsea,Leicester,2,2,1.9627534987516624,1.5979365816396707,1.0429825610816694,1.1960678005953231,1.6666666666666667,2.0,1.7083333333333333,2.1666666666666665,1.3333333333333333,1.0
241,Southampton,Liverpool,0,4,1.3665643650559467,2.0656498560263072,1.7209232495130031,0.9455694755160993,1.2916666666666667,2.9166666666666665,1.2916666666666667,2.3333333333333335,1.75,0.625
242,Brighton,West Ham,3,3,1.2690900419901165,1.3793127359234094,1.6073460641186759,1.832552859601962,1.0416666666666667,0.9583333333333334,1.125,1.125,1.4166666666666667,1.6666666666666667
243,Aston Villa,Bournemouth,1,2,1.205582426816762,1.2545152100551271,2.1617972295723584,1.8683725495719083,1.0416666666666667,0.9583333333333334,1.2916666666666667,0.9583333333333334,1.875,1.5416666666666667
244,Sheffield United,Crystal Palace,1,0,1.204862650338239,1.0792821051798676,1.417231953152739,1.428915634569512,1.375,1.25,1.0416666666666667,0.9166666666666666,0.9583333333333334,1.1666666666666667
245,Norwich,Newcastle United,0,0,1.1116184062700554,0.9343731298672495,1.9628822409395261,1.7077054575924344,0.7083333333333334,1.25,1.0,1.0,1.9583333333333333,1.5
246,Everton,Watford,3,2,1.697531655473115,1.2757932216137653,1.2933534208465316,1.7182473051671552,1.25,0.9583333333333334,1.1666666666666667,0.875,1.4583333333333333,1.5
247,Wolves,Man Utd,0,0,1.6592413825158037,1.6740730990222499,1.1378090322637195,1.0242091203016979,1.4166666666666667,1.4166666666666667,1.4583333333333333,1.5,1.3333333333333333,1.2083333333333333
248,Arsenal,Burnley,0,0,1.5001536030105402,1.4379817556550116,1.716906956776585,1.3238021289393433,1.25,1.25,1.3333333333333333,1.1666666666666667,1.4166666666666667,1.5833333333333333
249,Man City,Tottenham,0,2,2.66637948294042,1.3978955630381362,1.0162344215681083,1.637636097459688,2.125,1.4166666666666667,2.7083333333333335,1.5833333333333333,1.125,1.3333333333333333
250,Crystal Palace,Everton,1,3,1.08318278750772,1.6616656431685832,1.4492070858041373,1.3067143287339078,1.2,1.32,0.88,1.24,1.16,1.48
251,Watford,Brighton,1,1,1.2895064993681409,1.2418507577754778,1.680419124596661,1.618046280694343,0.92,1.04,0.92,1.2,1.56,1.48
252,Bournemouth,Sheffield United,1,2,1.1980596412110935,1.2192004691023322,1.8860195707092895,1.4358639928674366,1.04,1.44,1.0,1.04,1.52,0.92
253,Leicester,Wolves,0,0,1.595735745269659,1.6637464356894882,1.2099632577594415,1.1359524565815549,1.96,1.4,2.16,1.4,1.04,1.28
254,Burnley,Southampton,2,1,1.4091375326426907,1.3915746098657906,1.3182147049728914,1.644054912955811,1.24,1.24,1.12,1.24,1.52,1.84
255,Liverpool,Norwich,1,0,2.006583779455818,1.0656101350654146,0.9537577424988171,1.9995104281159377,2.92,0.72,2.4,0.96,0.6,1.88
256,Tottenham,Aston Villa,3,2,1.435495661616526,1.1982978706316465,1.575568639669676,2.1417771306285145,1.48,1.0,1.6,1.28,1.28,1.88
257,Newcastle United,Arsenal,0,4,0.934260827169836,1.500982919802646,1.6810845136536816,1.694877246642276,1.24,1.24,0.96,1.28,1.44,1.36
258,Man Utd,Chelsea,2,0,1.6915014239873303,2.007205748703649,1.0057126603124729,1.0192680442001951,1.4,1.64,1.44,1.72,1.16,1.36
259,West Ham,Man City,0,2,1.3820655334589254,2.6454862501882923,1.8248898926635757,1.037518043766969,0.96,2.04,1.2,2.6,1.72,1.16
260,Tottenham,Chelsea,1,2,1.3488976495314022,2.045312954014494,1.570655733943593,1.0313199743502022,1.5384615384615385,1.5769230769230769,1.6538461538461537,1.6538461538461537,1.3076923076923077,1.3846153846153846
261,Brighton,Sheffield United,1,1,1.260306171536073,1.1897194144274152,1.6695077530287405,1.4488652068984165,1.0384615384615385,1.5,1.1923076923076923,1.0769230769230769,1.4615384615384615,0.9230769230769231
262,Bournemouth,Burnley,0,3,1.2025678426829183,1.4290005531289482,1.8803534839489071,1.3422220013180026,1.0,1.3076923076923077,1.0,1.1538461538461537,1.5384615384615385,1.5
263,Aston Villa,Southampton,0,2,1.176846531907965,1.416487095932426,2.070174511071369,1.6708890527042328,0.9615384615384616,1.1923076923076923,1.3076923076923077,1.2307692307692308,1.9230769230769231,1.8461538461538463
264,Newcastle United,Crystal Palace,0,1,0.9259622852830445,1.091562010104171,1.6331743177127418,1.3975985121812196,1.1923076923076923,1.1538461538461537,0.9230769230769231,0.8846153846153846,1.5384615384615385,1.2307692307692308
265,Man City,Leicester,1,0,2.6666410939461374,1.636826889318492,1.0770150789239263,1.2124653061348045,2.076923076923077,1.9230769230769231,2.576923076923077,2.076923076923077,1.1153846153846154,1.0
266,Norwich,Wolves,0,3,1.0918453325679307,1.6822763083926846,1.9966719830434738,1.1576876871737536,0.6923076923076923,1.3846153846153846,0.9230769230769231,1.3461538461538463,1.8461538461538463,1.2307692307692308
267,Watford,Man Utd,0,3,1.3255585886312886,1.7303355556791504,1.7132194504751133,1.0082322241706447,0.9230769230769231,1.4615384615384615,0.9230769230769231,1.4615384615384615,1.5384615384615385,1.1153846153846154
268,Everton,Arsenal,2,3,1.618228552521221,1.446640524081312,1.3236909183005965,1.7137435768794997,1.3846153846153846,1.3076923076923077,1.3076923076923077,1.3846153846153846,1.4615384615384615,1.3076923076923077
269,West Ham,Liverpool,2,3,1.42822540251103,2.0040173863579653,1.8137156031158463,0.9756909249026177,0.9230769230769231,2.923076923076923,1.1538461538461537,2.3461538461538463,1.7307692307692308,0.5769230769230769
270,Leicester,Norwich,0,1,1.6694539567941526,1.1179595944453569,1.1690715670681908,1.9518984824378836,1.8518518518518519,0.6666666666666666,2.0,0.8888888888888888,1.0,1.8888888888888888
271,Crystal Palace,Brighton,1,0,1.0678492247507485,1.267447463376647,1.4416379233305487,1.6698580299226242,1.2222222222222223,1.037037037037037,0.8888888888888888,1.1851851851851851,1.1851851851851851,1.4444444444444444
272,Burnley,Newcastle United,0,0,1.3693452157406962,0.9531575454717247,1.3274020727936455,1.6288048290596255,1.3703703703703705,1.1481481481481481,1.2222222222222223,0.8888888888888888,1.4444444444444444,1.5185185185185186
273,Southampton,West Ham,1,3,1.3588880636442986,1.4564393097435666,1.7136940188722414,1.7898450889414124,1.2592592592592593,0.8888888888888888,1.2592592592592593,1.1851851851851851,1.7777777777777777,1.7777777777777777
274,Chelsea,Bournemouth,2,2,2.05471948808644,1.1827602656358795,1.0586571520055665,1.8368178940899393,1.6296296296296295,0.9629629629629629,1.6666666666666667,0.9629629629629629,1.3703703703703705,1.5925925925925926
275,Liverpool,Watford,0,3,1.9869433644421783,1.362365823939549,0.9877428865062826,1.6849701451349386,2.925925925925926,0.8888888888888888,2.3703703703703702,0.8888888888888888,0.6296296296296297,1.5925925925925926
276,Man Utd,Everton,1,1,1.7026975398105488,1.5811327865398361,1.0337063750338822,1.3232630939541892,1.5185185185185186,1.3333333333333333,1.5185185185185186,1.3333333333333333,1.0740740740740742,1.5185185185185186
277,Wolves,Tottenham,3,2,1.6262743908352801,1.3875768870146665,1.1861534617156733,1.5631102244415784,1.4444444444444444,1.4814814814814814,1.4074074074074074,1.6296296296296295,1.1851851851851851,1.3333333333333333
278,Bournemouth,Liverpool,1,2,1.167291429698798,2.055439993843801,1.8312066592472447,0.9213672282949859,0.9642857142857143,2.8214285714285716,1.0,2.2857142857142856,1.6071428571428572,0.7142857142857143
279,Newcastle United,Southampton,1,0,0.9468509126052526,1.3777463353229251,1.6676968609465341,1.67241994267502,1.1428571428571428,1.2142857142857142,0.8571428571428571,1.25,1.4642857142857142,1.8214285714285714
280,Norwich,Sheffield United,0,1,1.1381997326932551,1.1729343935141086,1.9721326548393407,1.4627407500019314,0.75,1.4285714285714286,0.8928571428571429,1.0357142857142858,1.8214285714285714,0.8928571428571429
281,Brighton,Wolves,0,0,1.2474600581219026,1.5879576366366372,1.6505606464581097,1.1690520563970452,1.0,1.5,1.1428571428571428,1.4642857142857142,1.4285714285714286,1.2142857142857142
282,West Ham,Arsenal,0,1,1.4052708216567806,1.4506037570842159,1.8252786308237745,1.6800590617680533,0.9642857142857143,1.3214285714285714,1.25,1.3928571428571428,1.75,1.2857142857142858
283,Watford,Crystal Palace,0,1,1.3103987402449162,1.025397656471931,1.7418524199478207,1.4283501511509544,0.9642857142857143,1.2857142857142858,0.9642857142857143,0.8928571428571429,1.5357142857142858,1.1428571428571428
284,Tottenham,Burnley,1,1,1.3782225365152305,1.398258031730723,1.522364079227793,1.3354894602087857,1.4285714285714286,1.3571428571428572,1.6428571428571428,1.1785714285714286,1.3928571428571428,1.3928571428571428
285,Everton,Chelsea,0,4,1.5491536629452143,2.0574890837820723,1.3308651360293504,1.0384151193903959,1.3214285714285714,1.6071428571428572,1.3214285714285714,1.6785714285714286,1.5,1.3928571428571428
286,Man City,Man Utd,0,2,2.675182204444214,1.7248932144186468,1.0896488674569236,0.9806723894582622,2.0357142857142856,1.5,2.4285714285714284,1.5,1.0357142857142858,1.0714285714285714
287,Aston Villa,Leicester,0,4,1.2020071223332496,1.6788248782093125,2.035921457895346,1.1912775504169673,0.8928571428571429,1.7857142857142858,1.2142857142857142,1.9285714285714286,1.8571428571428572,1.0
