,teamA,teamB,A_scored,B_scored,A_xG,B_xG,A_xGA,B_xGA,A_deep,B_deep,A_deep_allowed,B_deep_allowed,A_ppda,B_ppda,A_ppda_allowed,B_ppda_allowed
57,Man Utd,West Ham,0,2,1.712383671875,1.4399323020833334,0.8637687942708333,1.7357702083333333,5.770833333333333,8.6875,4.697916666666666,8.0390625,12.424479166666668,11.549479166666668,12.080729166666666,12.3515625
58,Aston Villa,Arsenal,2,3,1.673085015625,1.59542625,1.864175671875,1.5779644739583332,5.872395833333334,9.236979166666668,11.143229166666668,6.356770833333333,12.020833333333332,10.140625,8.130208333333332,11.809895833333332
59,Liverpool,Chelsea,2,1,1.999789583333333,2.214314265625,0.8629805239583335,1.0843695677083334,10.078125,7.880208333333333,3.1328125,4.145833333333334,7.080729166666667,10.7734375,21.635416666666668,13.442708333333332
60,Liverpool,Sheffield United,1,0,2.068821625,1.0855718953125,0.8756269715625,1.5254230382812501,10.7703125,4.89296875,3.41953125,6.453906249999999,8.072656250000001,14.313281250000001,21.571875000000002,10.528125000000001
61,West Ham,Bournemouth,2,2,1.4455881718750003,1.3255500375000002,1.8691391875000003,1.4823098093749998,9.618749999999999,5.7265625,7.73515625,8.960156249999999,9.89453125,11.279687500000001,11.71640625,9.538281249999999
62,Southampton,Tottenham,1,2,1.1691102484375,1.1143445734375002,2.0568555585937496,1.418734278125,4.6078125,5.8531249999999995,9.807031250000001,8.20703125,10.215625,14.6609375,12.2640625,11.325
63,Burnley,Aston Villa,2,2,1.4016579328125,1.4557145140625,1.186908528125,1.8732641046875003,4.0703125,4.68515625,6.20703125,11.228906250000001,13.059375,12.318749999999998,8.46171875,7.417187499999999
64,Norwich,Crystal Palace,0,2,0.9531080749999999,1.1808913101562502,2.3878153171875,1.6931513109375,7.726562499999999,6.13671875,9.4203125,8.975,9.8703125,16.123437499999998,10.0234375,8.38515625
65,Brighton,Chelsea,0,2,1.4249975656249998,2.4167778390625,2.0084076890624996,1.0683184109375,7.2007812499999995,8.4921875,7.473437499999999,4.1312500000000005,9.326562499999998,10.39609375,13.44296875,14.698437499999997
66,Watford,Wolves,0,2,1.26736311875,1.5151661484374999,1.5609449484374998,1.2179549609375,6.2749999999999995,4.680468749999999,6.91875,6.300000000000001,15.747656250000002,14.307031249999998,12.228906250000001,12.51015625
67,Man City,Everton,3,1,2.9832730625,1.6070422343750002,1.23383443671875,1.166839584375,16.58671875,7.221875000000001,4.042187500000001,4.83046875,7.520312500000001,10.181250000000002,22.73046875,12.414843750000003
68,Newcastle United,Leicester,0,5,0.8558579000000002,1.49454680828125,1.6481497203125,1.1527919937500002,2.81484375,8.360156250000001,9.796875,5.57109375,26.66171875,6.554687500000001,6.40625,15.34765625
69,Arsenal,Man Utd,1,1,1.381360525,1.8427312046875,1.5367070265625,1.02629791484375,9.01328125,5.9937499999999995,6.92109375,4.328125,11.3265625,11.38203125,11.42890625,10.772656249999999
70,Tottenham,Brighton,0,3,1.3505341923177085,1.3925847684895833,1.3445380049479168,1.892128714973958,5.782031249999999,7.5173828125,7.856445312499999,7.767317708333334,12.272526041666667,10.132682291666667,11.547916666666666,14.572721354166667
71,Sheffield United,Watford,0,0,1.1503567373697916,1.1901027755208333,1.4511444517578125,1.7197228694010416,5.3185546875,5.752083333333333,5.832747395833333,6.758854166666667,12.537174479166666,15.102018229166667,9.984114583333334,10.876497395833333
72,Leicester,Liverpool,1,2,1.6973570742578123,1.98312315625,1.2217619942708335,0.8626948072656251,8.080143229166667,10.789453125000001,5.773502604166667,3.967903645833333,8.258463541666668,8.483268229166667,13.9853515625,20.774218750000003
73,Aston Villa,Norwich,5,1,1.5911753045572918,1.0325954854166666,1.7902162626302083,2.2696051240885415,5.461393229166667,6.749348958333332,11.459830729166669,9.801953124999999,12.375520833333333,10.964453125,7.9657552083333325,9.188151041666668
74,Everton,Burnley,0,1,1.44845646484375,1.5218964384114582,1.14825045234375,1.1650703174479167,7.453385416666666,4.147786458333334,4.4279296875,6.356445312499999,8.582812500000001,12.804427083333334,11.713606770833334,8.256575520833332
75,Crystal Palace,West Ham,2,1,1.095385534309896,1.3656499075520836,1.783862118359375,1.9316350885416667,5.875325520833333,8.150520833333333,8.727083333333333,7.1738932291666675,16.11315104166667,9.819986979166668,8.436393229166667,11.4900390625
