,round,teamA,teamB,A_scored,B_scored,A_xG,B_xG,A_xGA,B_xGA,A_ppg,B_ppg,A_gpg,B_gpg,A_cpg,B_cpg,A_deep,B_deep,A_deep_allowed,B_deep_allowed,A_ppda,B_ppda,A_ppda_allowed,B_ppda_allowed
271,28,Crystal Palace,Brighton,1,0,1.0678492247507485,1.267447463376647,1.4416379233305487,1.6698580299226242,1.2222222222222223,1.037037037037037,0.8888888888888888,1.1851851851851851,1.1851851851851851,1.4444444444444444,6.696685037344674,6.918973938109695,7.699548015286894,6.984636346630385,13.87196040263282,9.761536183993439,7.826049237824654,14.471925411321477
272,28,Burnley,Newcastle United,0,0,1.3693452157406962,0.9531575454717247,1.3274020727936455,1.6288048290596255,1.3703703703703705,1.1481481481481481,1.2222222222222223,0.8888888888888888,1.4444444444444444,1.5185185185185186,3.3928182070531494,3.253660421464863,6.776609539749831,8.510599753552178,12.307750200742355,22.74554584030532,8.745876342805378,6.9437699986218675
273,28,Southampton,West Ham,1,3,1.3588880636442986,1.4564393097435666,1.7136940188722414,1.7898450889414124,1.2592592592592593,0.8888888888888888,1.2592592592592593,1.1851851851851851,1.7777777777777777,1.7777777777777777,5.520349095251374,7.381087153372887,7.0449768360144365,7.975621469698157,8.385913971160132,13.088069260846796,11.230285437559779,10.126734857072492
274,28,Chelsea,Bournemouth,2,2,2.05471948808644,1.1827602656358795,1.0586571520055665,1.8368178940899393,1.6296296296296295,0.9629629629629629,1.6666666666666667,0.9629629629629629,1.3703703703703705,1.5925925925925926,8.963895285490008,5.117911341008361,4.425363496010778,9.302964005330594,9.715423651101464,13.988387175534136,14.69363109873047,8.245704679529533
275,28,Liverpool,Watford,0,3,1.9869433644421783,1.362365823939549,0.9877428865062826,1.6849701451349386,2.925925925925926,0.8888888888888888,2.3703703703703702,0.8888888888888888,0.6296296296296297,1.5925925925925926,11.095778447157866,6.699730628554974,3.949181197595525,7.366177724815128,8.211019032364884,14.680896653662671,23.454097380243713,11.466293524279637
276,28,Man Utd,Everton,1,1,1.7026975398105488,1.5811327865398361,1.0337063750338822,1.3232630939541892,1.5185185185185186,1.3333333333333333,1.5185185185185186,1.3333333333333333,1.0740740740740742,1.5185185185185186,6.884546907454446,6.191175825067589,4.903378843932937,5.463772678760629,10.523291446667777,9.383279907470609,10.627679427053998,11.884133294898124
277,28,Wolves,Tottenham,3,2,1.6262743908352801,1.3875768870146665,1.1861534617156733,1.5631102244415784,1.4444444444444444,1.4814814814814814,1.4074074074074074,1.6296296296296295,1.1851851851851851,1.3333333333333333,4.4997511904027245,6.1983221167974225,5.406973979114561,7.479738272747865,13.855423014792802,11.300134822313042,10.524003411355885,11.12735079842723
278,29,Bournemouth,Liverpool,1,2,1.167291429698798,2.055439993843801,1.8312066592472447,0.9213672282949859,0.9642857142857143,2.8214285714285716,1.0,2.2857142857142856,1.6071428571428572,0.7142857142857143,5.160907931047145,11.061000695125477,9.122308774766386,3.8703035513491995,13.872555913054681,8.103750533609688,8.370539474896052,23.086947279483855
279,29,Newcastle United,Southampton,1,0,0.9468509126052526,1.3777463353229251,1.6676968609465341,1.67241994267502,1.1428571428571428,1.2142857142857142,0.8571428571428571,1.25,1.4642857142857142,1.8214285714285714,3.186493514598127,5.463439445068735,8.799468974842647,7.123629791245761,23.389605295701678,8.554602970050908,6.903145767799632,11.123757954389001
280,29,Norwich,Sheffield United,0,1,1.1381997326932551,1.1729343935141086,1.9721326548393407,1.4627407500019314,0.75,1.4285714285714286,0.8928571428571429,1.0357142857142858,1.8214285714285714,0.8928571428571429,6.087613131055765,5.449211717060343,9.14245365460254,6.330088190477764,11.617637185759662,13.890482402796353,9.261845652692866,11.710642874099385
281,29,Brighton,Wolves,0,0,1.2474600581219026,1.5879576366366372,1.6505606464581097,1.1690520563970452,1.0,1.5,1.1428571428571428,1.4642857142857142,1.4285714285714286,1.2142857142857142,6.877396012652376,4.595895466956676,7.060968513808476,5.422626824465121,9.906210652608571,13.926785438438678,14.37469177329538,10.659542004100341
282,29,West Ham,Arsenal,0,1,1.4052708216567806,1.4506037570842159,1.8252786308237745,1.6800590617680533,0.9642857142857143,1.3214285714285714,1.25,1.3928571428571428,1.75,1.2857142857142858,7.4726674285026125,8.099799196924977,8.013145372378855,7.109086799073523,13.052995001648597,12.043527024036324,10.362378505421432,12.04690504507644
283,29,Watford,Crystal Palace,0,1,1.3103987402449162,1.025397656471931,1.7418524199478207,1.4283501511509544,0.9642857142857143,1.2857142857142858,0.9642857142857143,0.8928571428571429,1.5357142857142858,1.1428571428571428,6.726643345037859,6.761942154165624,7.187953791154172,7.687992169721006,13.97631575572662,13.751651187349466,11.484227890598085,7.896281900817909
284,29,Tottenham,Burnley,1,1,1.3782225365152305,1.398258031730723,1.522364079227793,1.3354894602087857,1.4285714285714286,1.3571428571428572,1.6428571428571428,1.1785714285714286,1.3928571428571428,1.3928571428571428,6.244411428981939,3.4848496765551937,7.690497437084321,6.844940675894055,11.465524623171238,12.473432900770906,11.09378736759751,8.851486971374817
285,29,Everton,Chelsea,0,4,1.5491536629452143,2.0574890837820723,1.3308651360293504,1.0384151193903959,1.3214285714285714,1.6071428571428572,1.3214285714285714,1.6785714285714286,1.5,1.3928571428571428,6.23699027987788,8.770198950316548,5.404687012559114,4.441723630472731,9.436482980834862,9.896786099220751,11.99506149854805,14.604924602527797
286,29,Man City,Man Utd,0,2,2.675182204444214,1.7248932144186468,1.0896488674569236,0.9806723894582622,2.0357142857142856,1.5,2.4285714285714284,1.5,1.0357142857142858,1.0714285714285714,14.307969006377293,6.880106403895002,3.718281748503262,4.899662645622666,8.133491215266478,10.581879579231924,23.42826823078188,10.72874402040223
287,29,Aston Villa,Leicester,0,4,1.2020071223332496,1.6788248782093125,2.035921457895346,1.1912775504169673,0.8928571428571429,1.7857142857142858,1.2142857142857142,1.9285714285714286,1.8571428571428572,1.0,5.144445131518218,8.242064236774954,10.445324443390783,5.881108008940698,11.897560507846926,8.48125732716736,7.781365109782437,12.796427717057252
