,round,teamA,teamB,A_scored,B_scored,A_xG,B_xG,A_xGA,B_xGA,A_ppg,B_ppg,A_gpg,B_gpg,A_cpg,B_cpg,A_deep,B_deep,A_deep_allowed,B_deep_allowed,A_ppda,B_ppda,A_ppda_allowed,B_ppda_allowed
101,11,Newcastle United,West Ham,3,2,0.9761020084635417,1.2254261660553465,1.7645737522568474,1.8510138111397878,0.9,1.3,0.6,1.2,1.5,1.4,3.513791281079489,7.861601329985119,9.729043627542161,6.950509934198289,25.139954824296254,10.214349413674977,6.426957387772817,11.292529635959202
102,11,Burnley,Sheffield United,0,3,1.2314055117395797,1.3116593758385067,1.3561740858977789,1.162814238486396,1.2,1.3,1.4,0.9,1.5,0.8,3.0024583604600696,5.532988290938119,6.380857195172991,5.752866472516741,12.213709271143353,13.844427926199776,8.375879923502605,13.43907238188244
103,11,Norwich,Brighton,0,2,0.9913250466657366,1.2869241196783157,1.8124452791055348,1.6829458410562181,0.7,1.2,1.1,1.2,2.4,1.4,5.769119989304315,7.144375997876365,8.685385567801339,7.426998562282986,11.542698935856894,9.438700842478918,9.160396999782986,15.61497303796193
104,11,Southampton,Man City,1,2,1.5136568632042293,2.52039227211604,1.4711773547685412,1.0848645250692217,0.8,2.2,0.9,3.2,2.5,0.9,5.481272379557291,14.5196283734034,8.022660270569817,3.7464526948474703,8.918645949590774,8.755233038039435,11.017775278242807,23.475250970749627
105,11,Wolves,Arsenal,1,1,1.5288659261072552,1.3146128256060887,1.1791797607387966,1.5477883196842255,1.2,1.6,1.3,1.5,1.3,1.4,5.355970836821056,7.706252082945808,5.824745783730158,7.12009514702691,12.915672423347594,12.593338739304315,10.55846659342448,11.666192675393726
106,11,Liverpool,Aston Villa,2,1,2.0509206951807415,1.1610303498530312,0.8511282786670502,2.008069124657525,2.8,1.1,2.3,1.5,0.8,1.6,11.699413965618799,5.195317101857018,4.213194589766244,10.643685234917536,9.041923159644718,11.347681439112103,21.15365455264137,7.951507568359375
107,11,Chelsea,Watford,2,1,1.9888030540553503,1.2793406224830264,1.077377793275379,1.7773156225358266,2.0,0.5,2.3,0.5,1.6,2.1,8.718597412109375,6.565762958829366,4.9915887741815474,6.908631339905755,9.445406716967387,13.915969848632812,13.766276526072668,10.862993270631819
108,11,Leicester,Crystal Palace,2,0,1.7718624798275415,0.8855918758029031,1.2607433695455885,1.5018219527185832,2.0,1.5,2.5,1.0,0.8,1.2,8.086724901956224,6.442386929951017,6.906041947622148,7.793720548115079,10.138592916821677,14.459349132719494,12.731012011331224,8.03761000860305
109,11,Tottenham,Everton,1,1,1.3712468706679575,1.442747280991327,1.1375824475204228,1.3114380346030585,1.2,1.0,1.6,1.0,1.5,1.6,6.008044046068949,6.567205519903274,6.264413742792039,5.253369770352803,10.38824995737227,8.862605019221231,10.675432477678573,10.660864693777903
110,12,Watford,Norwich,2,0,1.3100935913588754,1.0160310443324496,1.6569416914090351,1.8107510151502582,0.45454545454545453,0.6363636363636364,0.5454545454545454,1.0,2.090909090909091,2.3636363636363638,6.6374748108878965,5.7806639898391,6.7631997729104665,8.701116289411273,13.770171356201171,11.515563989064049,10.819843607100228,9.052377149793838
111,12,Crystal Palace,Chelsea,0,2,0.9000078820127579,2.002771401352583,1.532861505082654,1.0641482536116098,1.3636363636363635,2.090909090909091,0.9090909090909091,2.272727272727273,1.2727272727272727,1.5454545454545454,6.470267583453467,8.732667541503908,7.904034520709326,4.99200933547247,13.686381676083517,9.273136381119016,8.135729508172897,14.077962699769035
112,12,Everton,Southampton,2,1,1.4565575169417606,1.5891760700440178,1.4002369828729058,1.3224581870301138,1.0,0.7272727272727273,1.0,0.9090909090909091,1.5454545454545454,2.4545454545454546,6.43884524390811,5.457208760579427,5.690701281835162,6.3715272570413255,9.369474768260169,8.272713652111236,10.977821459089007,11.216886514330668
113,12,West Ham,Burnley,0,3,1.2168128577525792,1.2870839361526003,1.8609876205827987,1.39039788160289,1.1818181818181819,1.0909090909090908,1.2727272727272727,1.2727272727272727,1.5454545454545454,1.6363636363636365,6.868521263485862,3.2023354424370662,6.752984437488374,6.511814335414341,10.453631942991226,12.953023807586186,10.877903154161242,8.857085927327475
114,12,Bournemouth,Newcastle United,1,2,0.9664363573209247,0.8789315580403645,1.775863165526133,1.8237700646440054,1.4545454545454546,1.0909090909090908,1.2727272727272727,0.8181818181818182,1.1818181818181819,1.5454545454545454,5.45828365749783,3.2881017170255147,8.86024393959651,9.292591446165055,14.271938336084759,25.93295708308144,10.13609363616459,6.255609518384176
115,12,Sheffield United,Tottenham,1,1,1.2499947570465815,1.3997068771345593,1.266406376562076,1.1858153251444017,1.4545454545454546,1.1818181818181819,1.0909090909090908,1.5454545454545454,0.7272727272727273,1.4545454545454546,5.506338876391213,6.0576418437655,6.265223148890904,6.801193055652437,14.352206529889788,11.11883745950366,13.567118762788319,10.491660853794642
116,12,Arsenal,Leicester,0,2,1.3649416843257842,1.7950377058361644,1.446555153700014,1.3348671010683093,1.5454545454545454,2.090909090909091,1.4545454545454546,2.4545454545454546,1.3636363636363635,0.7272727272727273,7.670939478798518,8.332388656858413,6.964090389675565,6.56073985024104,12.163671802339099,10.081663270980593,11.482883041624039,13.544461410764665
117,12,Brighton,Man Utd,1,3,1.2449809136944,1.8445349604803902,1.7560594490034074,1.0192584085738772,1.3636363636363635,1.1818181818181819,1.2727272727272727,1.1818181818181819,1.2727272727272727,1.0,6.837157197982545,7.434786066933283,7.655648634168838,5.1467132568359375,10.116765800354973,9.598506346203031,14.884224386063835,11.632698095412483
118,12,Aston Villa,Wolves,1,2,1.2095925823603797,1.5409361298018927,2.093028168424649,1.1316960227018569,1.0,1.1818181818181819,1.4545454545454546,1.2727272727272727,1.6363636363636365,1.2727272727272727,5.135551246764168,5.238172294980004,10.761500973171659,5.53350849454365,12.780297367156498,12.319888802180213,8.053932189941406,11.130543263753257
119,12,Man City,Liverpool,1,3,2.503750658510238,2.0607996604217047,1.0846564488157604,0.8959424647336977,2.272727272727273,2.8181818181818183,3.090909090909091,2.272727272727273,0.9090909090909091,0.8181818181818182,13.693646954733229,11.21444326733786,3.609130060105097,4.452534860277932,9.017471386137462,9.639827001662482,24.251488422212145,21.795971825009303
120,13,Tottenham,West Ham,3,2,1.4487833827193521,1.2327122733092801,1.2634154012742016,1.9171463651017624,1.1666666666666667,1.0833333333333333,1.5,1.1666666666666667,1.4166666666666667,1.6666666666666667,6.509567214503433,6.510861206054687,7.128411553122779,7.536939690329811,10.931617574980766,12.160285036491626,10.560221724076705,10.519816647153913
121,13,Liverpool,Crystal Palace,2,1,2.1159410394934457,0.894635569193996,0.892299670882166,1.4774909821243516,2.8333333333333335,1.25,2.3333333333333335,0.8333333333333334,0.8333333333333334,1.3333333333333333,11.477423118822504,6.539800875114672,4.15923782117439,8.453851133404356,9.110743956132367,14.109727963534269,22.66888219659979,7.811378166892311
122,13,Burnley,Watford,3,0,1.2199593936002096,1.379752064478926,1.476101114257304,1.6822316145268064,1.25,0.6666666666666666,1.4166666666666667,0.6666666666666666,1.5,1.9166666666666667,3.102229285962654,6.65395322857481,7.124913683804598,6.8194179650509,12.955159089059542,13.280618112737482,9.090854748812589,10.600759806777491
123,13,Norwich,Everton,2,0,1.0863996332264292,1.47755217526259,1.7930326962797918,1.4053630291059556,0.5833333333333334,1.1666666666666667,0.9166666666666666,1.0833333333333333,2.3333333333333335,1.5,5.790633808482777,6.282534096457741,8.669247367165305,5.568396678115382,11.719401989561138,9.534498642430162,8.959087279348662,11.160647756403144
124,13,Leicester,Brighton,2,0,1.8896550828436118,1.2855885994355636,1.351921369201568,1.643993564957798,2.1666666666666665,1.25,2.4166666666666665,1.25,0.6666666666666666,1.4166666666666667,8.771825536092123,6.935468234437884,6.035251675230084,7.353119150797525,9.896133122299656,10.02054917306611,13.246985892093543,14.662214186697295
125,13,Southampton,Arsenal,2,2,1.5703632032238355,1.3408787895837033,1.2970264058014724,1.5262576467136497,0.6666666666666666,1.4166666666666667,0.9166666666666666,1.3333333333333333,2.4166666666666665,1.4166666666666667,5.618244726007635,7.231351320671312,6.4455487453576294,7.011177190144856,7.896681213378907,12.201686720414596,11.434300763679275,11.324570176095673
126,13,Wolves,Bournemouth,2,1,1.5587440329927156,0.9479687047154282,1.1668002489426814,1.758875294365854,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.25,1.25,1.25,5.045528099753639,5.2101798548842915,5.463803562973484,8.684778305978487,13.168984765717477,14.395941138989997,11.079154933582654,9.53899847088438
127,13,Chelsea,Man City,1,2,2.00952951947292,2.5656301740325,1.0603950148110823,1.0367065647786804,2.1666666666666665,2.0833333333333335,2.25,2.9166666666666665,1.4166666666666667,1.0833333333333333,9.290273562344638,14.207572093154445,4.856008911132812,3.535987784645774,9.07890290924997,8.607586323131216,14.847146213415897,24.603693493929775
128,13,Man Utd,Sheffield United,3,3,1.7234883713676454,1.240264995362646,1.045184571820519,1.3266342685365273,1.3333333333333333,1.4166666666666667,1.3333333333333333,1.0833333333333333,1.0,0.75,7.415023063890862,5.301505291100704,5.503680836070668,6.571349369395863,9.79857423955744,14.608924414894798,11.967575454711914,13.314067909934304
129,13,Newcastle United,Aston Villa,0,2,0.7995855326748935,1.2280026922530898,1.8402168798874592,2.0439077971326194,1.25,0.9166666666666666,0.9166666666666666,1.4166666666666667,1.5,1.6666666666666667,3.1386425480698095,5.356662553729433,9.142928198612097,10.272341838027494,25.66327721566865,12.65392021410393,6.334899994821259,8.142389817671342
130,14,Man City,Newcastle United,2,2,2.631778916781146,0.8248558438134397,0.9805691329129023,1.8770378432254817,2.1538461538461537,1.1538461538461537,2.8461538461538463,0.8461538461538461,1.0769230769230769,1.5384615384615385,14.448923255939675,3.1328657752335674,3.4303216269522006,9.220306190336593,8.290603559667414,25.135640665015785,24.745206265016037,6.279279161703706
131,14,Brighton,Liverpool,1,2,1.315734657792415,2.200689329514552,1.495436249751223,0.8583177262620758,1.1538461538461537,2.8461538461538463,1.1538461538461537,2.3076923076923075,1.4615384615384615,0.8461538461538461,6.9798237246696395,11.4158638222049,7.005072519514296,4.069269578625457,9.478026290855022,8.89779629129352,14.259621928918243,23.22434543840813
132,14,Crystal Palace,Burnley,2,0,0.8912060038109129,1.1889406272002008,1.4996319828691704,1.4675923594965832,1.1538461538461537,1.3846153846153846,0.8461538461538461,1.5384615384615385,1.3846153846153846,1.3846153846153846,6.517309171984893,3.1396363990475433,7.893274002845842,7.036375613646074,13.39682263172034,12.790360793682058,7.819237409938465,9.045402467612064
133,14,West Ham,Chelsea,1,0,1.2120109369213936,1.9644126644948816,1.9190465165558557,1.0622708058606203,1.0,2.0,1.2307692307692308,2.1538461538461537,1.7692307692307692,1.4615384615384615,6.239575322469076,9.444845497246945,8.014567203232737,4.362008539835612,12.94527315997114,8.867281954697887,10.373157620189167,14.395181787856902
134,14,Bournemouth,Tottenham,2,3,1.0311533836856186,1.474822533439379,1.77632715710061,1.3900677178877765,1.2307692307692308,1.3076923076923077,1.2307692307692308,1.6153846153846154,1.3076923076923077,1.4615384615384615,5.534755694264113,6.738335247232458,8.73957920989605,7.789727738409331,14.046110258198748,11.3094668426899,9.266540201264199,10.328545818906841
135,14,Watford,Southampton,1,2,1.334633728458971,1.4552315280895087,1.645512797254856,1.3681490138930776,0.6153846153846154,0.6923076923076923,0.6153846153846154,1.0,2.0,2.3846153846153846,6.376705177384194,5.509151195757317,6.951942216507112,6.4686508809677274,13.518925691373418,8.067652829488118,10.325728148161762,11.332871565192637
136,14,Arsenal,Norwich,2,2,1.4056167566843825,1.0817519401753282,1.4963769114339143,1.8099025839348004,1.3846153846153846,0.7692307692307693,1.3846153846153846,1.0,1.4615384615384615,2.1538461538461537,7.638378348976675,5.882690733129328,6.635711473888821,8.308028726866752,11.90161644039732,13.064426906662758,11.811046418758353,9.1691253093758
137,14,Sheffield United,Wolves,1,1,1.2446362455558688,1.5525680316180188,1.3009929656808388,1.1541692802367365,1.3846153846153846,1.4615384615384615,1.2307692307692308,1.3846153846153846,0.9230769230769231,1.2307692307692308,5.538942570638175,4.960297762263904,6.630876479004368,5.52781174784959,14.375219230940848,13.07861040047925,13.300981747020376,10.575856811350043
138,14,Aston Villa,Man Utd,2,2,1.1945100800758777,1.67406152256066,2.203943305585427,1.0400545479946643,1.0769230769230769,1.3076923076923077,1.4615384615384615,1.4615384615384615,1.5384615384615385,1.1538461538461537,5.17513494732404,7.231063769562075,10.427660928109681,5.77436080123439,12.501673538516268,9.890300312909213,7.844790241935035,11.760593144098918
139,14,Everton,Leicester,1,2,1.6109923762933152,1.7558259543917947,1.3458096112265405,1.3442246038181693,1.0769230769230769,2.230769230769231,1.0,2.3846153846153846,1.5384615384615385,0.6153846153846154,5.687428509105336,8.364666138754952,5.586380149860576,6.03378285542883,9.595561198995572,8.900460908870505,11.028954099886345,13.23669481325631
140,15,Bournemouth,Crystal Palace,0,1,1.080441330466941,0.9719433882797239,1.7907057279813556,1.4458274835280485,1.1428571428571428,1.2857142857142858,1.2857142857142858,0.9285714285714286,1.4285714285714286,1.2857142857142858,5.43726509063857,6.535874203831629,8.788056932592355,7.781994233505618,14.275106017498796,13.496944838192634,9.179365578138654,7.787728278786986
141,15,Man City,Burnley,4,1,2.628458892612258,1.21498375692327,1.0004329971190957,1.485668730285176,2.0714285714285716,1.2857142857142858,2.7857142857142856,1.4285714285714286,1.1428571428571428,1.4285714285714286,14.486669880335457,3.0573426913918684,3.459951401016188,6.919591936198147,8.35451733400957,12.683039224694287,24.195534599762883,9.082117757319292
142,15,Tottenham,Man Utd,1,2,1.3782823975378644,1.6782041563083272,1.4664093441228618,1.0543038346102542,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5,1.5,1.2142857142857142,6.363783891569669,7.029869009194304,7.528584363855126,5.744577693494605,11.259102733355672,9.971442608566552,10.354370979718116,11.500570330864344
143,15,Watford,Leicester,0,2,1.3796270850567027,1.6846633792228793,1.6108058050527463,1.3605754267482397,0.5714285714285714,2.2857142857142856,0.6428571428571429,2.357142857142857,2.0,0.6428571428571429,6.285293439792494,8.196794364187452,7.146098285102992,6.4170988994507985,14.075890087859058,9.519673950837024,10.428584757847847,12.573745012746453
144,15,Aston Villa,Chelsea,1,2,1.1619176568942975,1.928581023552771,2.2553849812256574,1.0495099671736734,1.0714285714285714,1.8571428571428572,1.5,2.0,1.5714285714285714,1.4285714285714286,5.235769946600659,9.581582208891293,10.185548175532903,4.271162057534243,12.22246540500916,8.564694187209508,7.887571509975561,14.495367103708558
145,15,Norwich,Southampton,1,2,1.0455986347839694,1.4735200462399125,1.8446974845526927,1.4214957825894978,0.7857142857142857,0.8571428571428571,1.0714285714285714,1.0714285714285714,2.142857142857143,2.2857142857142856,5.964125704932046,5.528029995920497,8.103873775833414,6.373702770161277,12.29271817948342,7.911204643738576,9.201082028245963,11.089299581915995
146,15,West Ham,Wolves,0,2,1.254038054732109,1.6697238765557874,1.8690375351498614,1.1297195386891699,1.1428571428571428,1.4285714285714286,1.2142857142857142,1.3571428571428572,1.6428571428571428,1.2142857142857142,6.191899348527956,4.807978617561447,8.283237695416092,5.392126680624605,13.831993423049175,13.152510000460817,9.820343865566507,10.515246933990424
147,15,Everton,Liverpool,2,5,1.6959403618204956,2.166809009148608,1.302424626179366,0.9208495444827651,1.0,2.857142857142857,1.0,2.2857142857142856,1.5714285714285714,0.8571428571428571,5.660988951062823,11.553715213658556,5.486903990250553,4.1435284409860165,9.226501152880356,8.555573357013,11.25860971142918,24.2926398446232
148,15,Newcastle United,Sheffield United,2,0,0.8344141959744611,1.2460602102515732,1.8021226184860404,1.2936384045060376,1.1428571428571428,1.3571428571428572,0.9285714285714286,1.2142857142857142,1.5714285714285714,0.9285714285714286,3.2046786300322765,5.442457573142015,8.750294413785188,6.592142144544551,23.28426987020749,14.458044802108446,6.422383809330487,13.529052749986402
149,15,Brighton,Arsenal,2,1,1.3412782863388604,1.3795101079872096,1.5326490862992532,1.5700036475021504,1.0714285714285714,1.3571428571428572,1.1428571428571428,1.4285714285714286,1.5,1.5,6.980599735259268,7.42935105029458,6.77410819184067,6.641723617851904,9.344256048899059,12.146462873136155,14.09579031626754,11.270337482801345
150,16,Chelsea,Everton,1,3,1.9259507795673483,1.649555161632036,1.0395336270071933,1.2821369049538625,1.9333333333333333,0.9333333333333333,2.0,1.0666666666666667,1.4,1.8,9.398340582144963,5.569968371383131,4.347863133224376,5.454421352395462,8.789193454088732,9.562482047164547,14.678383267007852,11.365272852260535
151,16,Crystal Palace,Watford,0,0,0.9880140535109894,1.3989055320674826,1.4565056799385516,1.556620424244279,1.4,0.5333333333333333,0.9333333333333333,0.6,1.2,2.0,6.6645802915911005,6.423623725547287,7.678629803290431,7.183295818306204,13.15734774426181,13.783358233694706,7.799460069303036,10.541080190744658
152,16,Liverpool,Bournemouth,3,0,2.145094597172216,1.118135265434495,0.9051653524556007,1.8448465526865476,2.8666666666666667,1.0666666666666667,2.466666666666667,1.2,0.9333333333333333,1.4,11.518852687347984,5.189644177777215,4.014830920850527,8.920262519358142,8.394506416561079,14.861721449502802,24.81211040778083,8.56538988307371
153,16,Burnley,Tottenham,0,5,1.3066610352311152,1.3978056251688953,1.4310470365209507,1.5367164297645737,1.2,1.3333333333333333,1.4,1.6666666666666667,1.6,1.5333333333333334,3.134759918532423,6.419947909215853,6.583846047883155,7.7459236685629484,12.053101983766465,11.461101463006703,9.078898905510906,10.395513109187462
154,16,Man Utd,Man City,2,1,1.6819380990177835,2.5555409781757508,1.0649565365344573,1.0445019830174824,1.4,2.1333333333333333,1.5333333333333334,2.8666666666666667,1.2,1.1333333333333333,7.0850645039213624,14.127515080688832,5.810583226687902,3.4506922707161767,10.26705353575828,8.161583203957923,11.369902103833663,23.847613470072567
155,16,Leicester,Aston Villa,4,1,1.6956672516901168,1.155540421910744,1.374097405196058,2.2746639773330064,2.3333333333333335,1.0,2.3333333333333335,1.4666666666666666,0.6,1.6,8.193623946081297,5.25419405309764,6.361361009039986,9.969376075017923,9.436759054086519,12.22317242866353,12.595414643640826,7.854340499297457
156,16,Sheffield United,Norwich,2,1,1.2435508930155947,1.1032151268990482,1.366878439171394,1.8094663096749786,1.2666666666666666,0.7333333333333333,1.1333333333333333,1.0666666666666667,1.0,2.1333333333333333,5.284881682520442,5.953513230508369,6.6289864887768575,8.144631883595153,14.603424776365234,12.154823611211272,11.589830431206071,9.204670230239277
157,16,Southampton,Newcastle United,1,2,1.41478171091868,0.9280787623042127,1.5045405593559642,1.7760382442146523,1.0,1.2666666666666666,1.1333333333333333,1.0,2.2,1.4666666666666666,5.348437031669851,3.2508830524296375,6.435499260601386,8.444864069853883,8.030824008541916,21.247306367502247,10.790095008486482,6.596967640591966
158,16,Wolves,Brighton,2,2,1.634314459891005,1.2919849671047376,1.1266450802373105,1.530152014170187,1.5333333333333334,1.2,1.4,1.2,1.1333333333333333,1.4666666666666666,4.7046157929586085,7.008041545143666,5.417339312586963,6.619837474197113,13.566578996670419,9.36824126936564,10.501485577002391,14.379470148301838
159,16,Arsenal,West Ham,3,1,1.3997814216504483,1.2993901540252895,1.5727195189916467,1.8568654765485975,1.2666666666666666,1.0666666666666667,1.4,1.1333333333333333,1.5333333333333334,1.6666666666666667,7.4570052478998505,6.407910545230347,6.897091603533228,8.31475765972466,12.079361473795828,14.341974427102873,11.823275932839728,9.919198366622178
160,17,Watford,Liverpool,0,2,1.39227420637777,2.1105036201403786,1.608384825176751,0.9340329429346623,0.5625,2.875,0.5625,2.5,1.875,0.875,6.401455407299106,11.231116252245982,7.3826533497795195,4.092324417806317,13.928872011913734,8.371218201813429,10.6003525057733,24.112576192695478
161,17,Aston Villa,Sheffield United,0,2,1.1519625228236914,1.2656613885579113,2.201405809721882,1.3994231658035354,0.9375,1.375,1.4375,1.1875,1.75,1.0,4.973118805310042,5.421751752625461,9.676433411477003,6.613527592475894,12.39913794652451,14.753567475380454,8.014938020101518,11.57274003250632
162,17,Newcastle United,Burnley,0,1,0.9212937147005287,1.3151306904323121,1.7715570228382929,1.3939011533102184,1.375,1.125,1.0625,1.3125,1.4375,1.8125,3.260532400600008,3.2168660692452082,8.5388973033098,6.721686280494044,21.564510458560026,12.093605906219022,6.696851011383965,9.005010401876712
163,17,Norwich,Leicester,1,1,1.1231155163951656,1.6057752229089675,1.8516419754317084,1.3792007669343678,0.6875,2.375,1.0625,2.4375,2.125,0.625,5.9132637393740755,7.85491717477673,8.380963879118042,6.144490278618447,12.160778365488628,9.645865171551385,9.135619085248479,12.772161360703935
164,17,Bournemouth,Chelsea,1,0,1.1551940064127448,1.9516665787814769,1.7987075739437228,1.001095689584393,1.0,1.8125,1.125,1.9375,1.5,1.5,5.312322799999414,9.105969066073616,8.532580308564224,4.322780946040698,13.779479966791373,8.973393202322914,8.548674109345775,14.935244161892768
165,17,West Ham,Southampton,1,0,1.329295659949339,1.3964060074924756,1.859367610262005,1.5199271193311936,1.0,0.9375,1.125,1.125,1.75,2.1875,6.500522489277669,5.323376917503308,8.365325262021763,6.567633847547594,14.432050366606829,8.185855701178143,9.416090611492262,10.70509866265904
166,17,Everton,Man Utd,1,1,1.6345795909255758,1.6837876412876982,1.2830906320674724,1.026259480247321,1.0625,1.5,1.1875,1.5625,1.75,1.1875,5.591890231820943,7.049874677149107,5.010360635179902,5.149451812329744,9.62257751051703,9.89270944097975,11.648552577347477,11.691821415519573
167,17,Tottenham,Wolves,2,1,1.3593812261369296,1.6251696314252746,1.5540343693709033,1.1333767756310529,1.4375,1.5,1.875,1.4375,1.4375,1.1875,6.551484367262618,4.462485631149324,8.005382271199984,5.394929286148,11.478836134660806,13.203755111926974,10.37226361338698,10.713081176117868
168,17,Man City,Arsenal,3,0,2.575726852266407,1.3834468975525502,1.0199458156432109,1.616505873949632,2.0,1.375,2.75,1.5,1.1875,1.5,13.757828209050867,7.47604713322901,3.261137781996018,7.017803753680446,8.376649170789502,11.624334868537321,24.007930697992254,11.815912430041383
169,17,Brighton,Crystal Palace,1,1,1.3050758889164584,1.0179089786460276,1.517000937792117,1.4520897445515728,1.1875,1.375,1.25,0.875,1.5,1.125,7.046812373803038,6.843987225883067,6.451369684743156,7.704730949570832,9.536250548956627,13.317245734425725,14.047911307851908,7.714823918122384
170,18,Arsenal,Everton,0,0,1.4227982153222842,1.683073183458632,1.6136835837335477,1.275941368927025,1.2941176470588236,1.0588235294117647,1.411764705882353,1.1764705882352942,1.588235294117647,1.7058823529411764,7.7073345308443315,5.7201720258145485,7.054153887740462,5.046444943579184,11.396632542413652,9.57338385017835,11.952195016828577,11.77885802653846
171,18,Crystal Palace,Newcastle United,0,1,1.0369464778833857,0.9153663473684047,1.4152518782855572,1.7835404879396606,1.3529411764705883,1.2941176470588236,0.8823529411764706,1.0,1.1176470588235294,1.411764705882353,6.9098439125217475,3.3055514149071508,7.587042769198362,8.77242934985658,13.11429022494093,21.977528689222886,7.811781915198184,6.686024261790536
172,18,Southampton,Aston Villa,3,1,1.4174960791886355,1.1583690414959662,1.5419516593073075,2.212598874354806,0.8823529411764706,0.8823529411764706,1.0588235294117647,1.3529411764705883,2.1176470588235294,1.7647058823529411,5.263497521699854,5.115015905499686,6.516477913531436,9.557734604744038,8.228207690505934,12.48482144461467,10.694566472039721,8.01547152081943
173,18,Wolves,Norwich,2,1,1.6575446539761773,1.1216524991235644,1.1385257676178764,1.879764545982841,1.411764705882353,0.7058823529411765,1.411764705882353,1.0588235294117647,1.2352941176470589,2.0588235294117645,4.3361458322618,5.874451730066008,5.230462474938999,8.501712589086544,13.461032080210082,12.202234735684652,10.80997693240779,9.211891195435925
174,18,Sheffield United,Brighton,1,0,1.2434350095778366,1.2629875278063318,1.414667564582233,1.553863149856121,1.4705882352941178,1.1764705882352942,1.2352941176470589,1.2352941176470589,0.9411764705882353,1.4705882352941178,5.151100029504941,6.905627101438861,6.8140107207786045,6.503204316341126,14.994766313786897,9.698259497133648,11.628909319381547,13.871050997418047
175,18,Burnley,Bournemouth,1,0,1.3108132150906089,1.153316292356057,1.4048526230712974,1.7907617730131415,1.2352941176470589,1.1176470588235294,1.2941176470588236,1.1176470588235294,1.7058823529411764,1.411764705882353,3.2603255717182513,5.394905757142251,6.890317933368832,8.623029605298658,12.275520402869702,13.66446139417678,8.969475059086594,8.711126756108126
176,18,Leicester,Man City,1,3,1.625116838012859,2.607162454133065,1.386883651467738,1.0463149519161827,2.2941176470588234,2.0588235294117645,2.3529411764705883,2.764705882352941,0.6470588235294118,1.1176470588235294,7.956878502447328,14.034893502231254,6.113936359997677,3.34189270278159,9.74036035624965,8.390100926889128,12.835452837871932,24.22249965149198
177,18,Man Utd,Watford,0,2,1.6909489856194018,1.405867570891262,1.053027354541868,1.609872140361635,1.4705882352941178,0.5294117647058824,1.5294117647058822,0.5294117647058824,1.1764705882352942,1.8823529411764706,7.1587987727615765,6.380078814702645,5.261932234198662,7.289176683700216,9.960306206729028,13.819188869482083,11.716529323216701,10.800365095265203
178,18,Chelsea,Tottenham,2,0,1.949183599452244,1.3726018056418203,0.9937144642124071,1.5838688468484357,1.7058823529411764,1.5294117647058822,1.8235294117647058,1.8823529411764706,1.4705882352941178,1.411764705882353,9.216896532719101,6.428323094664854,4.370023122685009,8.005574495171413,9.15101438812016,11.603080282327266,14.861502881960366,10.528415885293658
179,19,Brighton,Tottenham,1,2,1.2950881634911906,1.4147531443203518,1.549806732542895,1.587335340957991,1.1111111111111112,1.4444444444444444,1.1666666666666667,1.7777777777777777,1.4444444444444444,1.4444444444444444,6.825074297648047,6.406335521382733,6.7148660208157835,8.005788898831852,9.763577170100326,11.587814139339851,13.635322189626434,10.548739573189568
180,19,West Ham,Crystal Palace,1,2,1.3445119335189584,1.038930265494285,1.8969920249142194,1.4422089505273095,1.0555555555555556,1.2777777777777777,1.0555555555555556,0.8333333333333334,1.5555555555555556,1.1111111111111112,6.446969721037586,6.637145601464891,8.414086878522541,7.648082875705992,14.554623593985644,13.310993695130964,9.5023795619027,7.650696604244267
181,19,Burnley,Everton,0,1,1.3556784156710169,1.7290943443608868,1.4535572624201933,1.2910999600396027,1.3333333333333333,1.0555555555555556,1.2777777777777777,1.1111111111111112,1.6111111111111112,1.6111111111111112,3.3857227090920303,5.632486334499723,6.924560930806095,5.202077441409153,12.439963495287767,9.480052459800595,9.122147176743772,11.924198719866862
182,19,Norwich,Aston Villa,0,1,1.1161252875513938,1.1682571682249647,1.888515490059104,2.1950221607862566,0.6666666666666666,0.8333333333333334,1.0555555555555556,1.3333333333333333,2.0555555555555554,1.8333333333333333,5.946546027376239,5.07814156822884,8.751778457897565,9.74764021327504,12.133089917826368,12.588355671473614,9.220040856798844,7.849449500853572
183,19,Southampton,Chelsea,2,0,1.3706905437728136,1.966700660969638,1.5658323385114348,1.0212932128359613,1.0,1.7777777777777777,1.1666666666666667,1.8333333333333333,2.0555555555555554,1.3888888888888888,5.273632041765234,9.26370024551599,6.536342448667261,4.268870165865201,8.083138755525393,9.118361095355553,10.721280567118171,14.971560685112689
184,19,Arsenal,Bournemouth,1,1,1.4453390576273795,1.1923464574466744,1.660648608055779,1.854086533513647,1.2777777777777777,1.0555555555555556,1.3333333333333333,1.0555555555555556,1.5,1.3888888888888888,7.986806802962846,5.371632901647723,7.014743633062981,8.95468459011784,11.538158898347557,13.997709909337424,11.950203142529768,8.738477785189207
185,19,Watford,Sheffield United,1,1,1.3986736313101567,1.2261060516435798,1.612909530375544,1.4557632547731592,0.6666666666666666,1.5555555555555556,0.6111111111111112,1.2222222222222223,1.7777777777777777,0.8888888888888888,6.317774153729669,5.324062530734314,7.261837325380994,6.722927834144379,14.043003826000625,14.786214910194683,11.02345606046771,11.780113874355777
